# text	pinyin	sp	aux	code	weight	source
㖗	yin	yn	rn	ynrn	0	chars
㖘	zhen	vf	rv	vfrv	0	chars
㖞	wai	wl	rb	wlrb	0	chars
㖟	shou	ub	re	ubre	0	chars
㖠	ba	ba	rf	barf	0	chars
㖠	na	na	rf	narf	0	chars
㖠	ne	ne	rf	nerf	0	chars
㖠	nei	nz	rf	nzrf	0	chars
㖠	nuo	no	rf	norf	0	chars
㖡	ye	ye	rk	yerk	0	chars
㖢	ji	ji	rp	jirp	0	chars
㖢	qi	qi	rp	qirp	0	chars
㖣	tou	tb	rr	tbrr	0	chars
㖤	han	hj	re	hjre	0	chars
㖥	jiong	js	rd	jsrd	0	chars
㖥	jun	jp	rd	jprd	0	chars
㖦	dong	ds	rw	dsrw	0	chars
㖧	hun	hp	ra	hpra	0	chars
㖧	wen	wf	ra	wfra	0	chars
㖨	lu	lu	re	lure	0	chars
㖩	ju	ju	re	jure	0	chars
㖩	sou	sb	re	sbre	0	chars
㖪	guo	go	rm	gorm	0	chars
㖪	huo	ho	rm	horm	0	chars
㖪	xu	xu	rm	xurm	0	chars
㖫	ling	ly	re	lyre	0	chars
㖬	sou	sb	re	sbre	0	chars
㖭	tian	tm	rp	tmrp	21	chars
㖮	lun	lp	rb	lprb	0	chars
㖴	wen	wf	rh	wfrh	0	chars
㖵	ge	ge	rc	gerc	0	chars
㖶	yan	yj	rg	yjrg	0	chars
㖶	ye	ye	rg	yerg	0	chars
㖶	yin	yn	rg	ynrg	0	chars
㖷	shi	ui	ro	uiro	0	chars
㖷	ti	ti	ro	tiro	0	chars
㖸	ju	ju	rm	jurm	0	chars
㖸	jue	jt	rm	jtrm	0	chars
㖸	xue	xt	rm	xtrm	0	chars
㖹	fen	ff	rt	ffrt	0	chars
㖹	pen	pf	rt	pfrt	0	chars
㖺	chun	ip	ra	ipra	0	chars
㖻	niu	nq	rd	nqrd	0	chars
㖻	rou	rb	rd	rbrd	0	chars
㖼	duo	do	rd	dord	0	chars
㖼	lin	ln	rd	lnrd	0	chars
㖼	mou	mb	rd	mbrd	0	chars
㖽	ze	ze	rc	zerc	0	chars
㖽	zei	zz	rc	zzrc	0	chars
㖾	e	ee	ru	eeru	0	chars
㖿	xie	xx	rl	xxrl	0	chars
㖿	ye	ye	rl	yerl	0	chars
㗀	you	yb	ri	ybri	0	chars
㗁	e	ee	rs	eers	0	chars
㗂	sheng	ug	ru	ugru	0	chars
㗃	hun	hp	ra	hpra	0	chars
㗃	wen	wf	ra	wfra	0	chars
㗃	yin	yn	ra	ynra	0	chars
㗄	ku	ku	rs	kurs	0	chars
㗄	man	mj	rs	mjrs	0	chars
㗅	hu	hu	rb	hurb	0	chars
㗆	ge	ge	rj	gerj	0	chars
㗆	kai	kl	rj	klrj	0	chars
㗇	xia	xw	re	xwre	0	chars
㗇	ya	ya	re	yare	0	chars
㗈	man	mj	rs	mjrs	0	chars
㗉	bi	bi	qr	biqr	0	chars
㗉	e	ee	qr	eeqr	0	chars
㗉	lve	lt	qr	ltqr	0	chars
㗊	bi	bi	rr	birr	0	chars
㗊	ji	ji	rr	jirr	0	chars
㗊	lei	lz	rr	lzrr	0	chars
㗊	qi	qi	rr	qirr	0	chars
㗋	hou	hb	rk	hbrk	0	chars
㗌	zhi	vi	rg	virg	0	chars
㗍	yin	yn	ra	ynra	0	chars
㗎	jia	jw	rd	jwrd	91	chars
㗏	wai	wl	rm	wlrm	0	chars
㗐	ke	ke	rt	kert	0	chars
㗑	bai	bl	rj	blrj	0	chars
㗒	ai	ai	rv	airv	0	chars
㗓	zhui	vv	rr	vvrr	0	chars
㗔	qian	qm	rk	qmrk	0	chars
㗕	gou	gb	rb	gbrb	0	chars
㗖	dan	dj	rx	djrx	0	chars
㗗	bai	bl	rj	blrj	0	chars
㗗	bei	bz	rj	bzrj	0	chars
㗘	bo	bo	ri	bori	0	chars
㗘	fu	fu	ri	furi	0	chars
㗙	chu	iu	ru	iuru	0	chars
㗙	na	na	ru	naru	0	chars
㗙	zhou	vb	ru	vbru	0	chars
㗚	li	li	rd	lird	0	chars
㗛	xiao	xc	rk	xcrk	0	chars
㗜	xiu	xq	rw	xqrw	0	chars
㗝	gao	gk	rf	gkrf	0	chars
㗞	po	po	re	pore	0	chars
㗢	dong	ds	rs	dsrs	0	chars
㗢	hong	hs	rs	hsrs	0	chars
㗣	ti	ti	rb	tirb	0	chars
㗤	cu	cu	ir	cuir	0	chars
㗥	guo	go	rl	gorl	0	chars
㗥	kuo	ko	rl	korl	0	chars
㗦	lao	lk	rl	lkrl	0	chars
㗧	die	dx	rg	dxrg	0	chars
㗧	zhi	vi	rg	virg	0	chars
㗨	ai	ai	sr	aisr	0	chars
㗨	xie	xx	sr	xxsr	0	chars
㗩	xi	xi	ra	xira	0	chars
㗩	nie	nx	ra	nxra	0	chars
㗪	pi	pi	rf	pirf	0	chars
㗫	qie	qx	rf	qxrf	0	chars
㗬	zha	va	fn	vafn	0	chars
㗭	xi	xi	rp	xirp	0	chars
㗮	ming	my	no	myno	0	chars
㗰	chu	iu	ro	iuro	0	chars
㗰	cong	cs	ro	csro	0	chars
㗱	ji	ji	rd	jird	0	chars
㗲	huo	ho	rm	horm	0	chars
㗲	xi	xi	rm	xirm	0	chars
㗲	hua	hw	rm	hwrm	0	chars
㗳	ta	ta	rr	tarr	0	chars
㗳	da	da	rr	darr	0	chars
㗴	yan	yj	rb	yjrb	0	chars
㗵	xu	xu	ro	xuro	0	chars
㗶	po	po	re	pore	0	chars
㗷	sai	sl	ro	slro	0	chars
㗸	xian	xm	rn	xmrn	0	chars
㗹	jiao	jc	rp	jcrp	0	chars
㗺	sa	sa	ry	sary	0	chars
㗻	guo	go	rb	gorb	0	chars
㗼	ye	ye	rd	yerd	0	chars
㗽	xiang	xd	vr	xdvr	0	chars
㗾	xue	xt	rp	xtrp	1	chars
㗿	he	he	rr	herr	0	chars
㗿	xia	xw	rr	xwrr	0	chars
㘀	zuo	zo	rd	zord	0	chars
㘁	yi	yi	rj	yirj	0	chars
㘂	ci	ci	rp	cirp	0	chars
㘃	re	re	rp	rerp	0	chars
㘄	leng	lg	rs	lgrs	0	chars
㘅	xian	xm	rn	xmrn	0	chars
㘆	tai	tl	rg	tlrg	0	chars
㘇	rong	rs	rd	rsrd	0	chars
㘈	ni	ni	ro	niro	0	chars
㘈	yi	yi	ro	yiro	0	chars
㘉	jie	jx	rl	jxrl	0	chars
㘉	zhi	vi	rl	virl	0	chars
㘊	xi	xi	rr	xirr	0	chars
㘊	yi	yi	rr	yirr	0	chars
㘋	xian	xm	rc	xmrc	0	chars
㘌	ju	ju	rn	jurn	0	chars
㘍	ji	ji	ri	jiri	0	chars
㘍	qi	qi	ri	qiri	0	chars
㘎	han	hj	rk	hjrk	0	chars
㘐	pao	pk	rk	pkrk	0	chars
㘐	peng	pg	rk	pgrk	0	chars
㘑	li	li	re	lire	0	chars
㘓	lan	lj	rw	ljrw	0	chars
㘔	can	cj	rc	cjrc	0	chars
㘔	sai	sl	rc	slrc	0	chars
㘕	han	hj	rt	hjrt	0	chars
㘕	lan	lj	rt	ljrt	0	chars
㘖	yan	yj	rc	yjrc	0	chars
㘗	qu	qu	rg	qurg	0	chars
㘘	pei	pz	vr	pzvr	0	chars
㘙	yan	yj	rk	yjrk	0	chars
㘚	han	hj	rk	hjrk	0	chars
㘛	kan	kj	rp	kjrp	0	chars
㘜	chi	ii	or	iior	0	chars
㘜	chou	ib	or	ibor	0	chars
㘜	chu	iu	or	iuor	0	chars
㘝	lan	lj	we	ljwe	0	chars
㘝	na	na	we	nawe	0	chars
㘝	nian	nm	we	nmwe	0	chars
㘝	nie	nx	we	nxwe	0	chars
㘞	huo	ho	ws	hows	0	chars
㘟	chuang	id	wt	idwt	0	chars
㘠	bi	bi	wh	biwh	0	chars
㘠	mi	mi	wh	miwh	0	chars
㘡	xia	xw	wl	xwwl	0	chars
㘢	weng	wg	wu	wgwu	0	chars
㘣	xuan	xr	wb	xrwb	0	chars
㘣	yuan	yr	wb	yrwb	0	chars
㘤	wan	wj	wl	wjwl	0	chars
㘥	e	ee	wf	eewf	0	chars
㘥	you	yb	wf	ybwf	0	chars
㘦	qin	qn	gs	qngs	0	chars
㘧	xu	xu	gn	xugn	0	chars
㘨	nei	nz	gb	nzgb	0	chars
㘨	nie	nx	gb	nxgb	0	chars
㘩	bi	bi	gp	bigp	0	chars
㘪	hao	hk	gu	hkgu	0	chars
㘫	jing	jy	gt	jygt	0	chars
㘬	ao	ao	gi	aogi	0	chars
㘬	wu	wu	gi	wugi	0	chars
㘭	ao	ao	gs	aogs	0	chars
㘮	tu	tu	go	tugo	0	chars
㘮	yi	yi	go	yigo	0	chars
㘯	chang	ih	gs	ihgs	0	chars
㘰	zhen	vf	gj	vfgj	0	chars
㘱	tan	tj	gb	tjgb	0	chars
㘲	ju	ju	gn	jugn	0	chars
㘳	qiu	qq	lg	qqlg	0	chars
㘴	zuo	zo	rg	zorg	0	chars
㘵	bu	bu	gb	bugb	0	chars
㘶	jie	jx	ng	jxng	0	chars
㘷	ai	ai	gk	aigk	0	chars
㘸	zang	zh	mg	zhmg	0	chars
㘸	zuo	zo	mg	zomg	0	chars
㘹	ci	ci	yg	ciyg	0	chars
㘹	ji	ji	yg	jiyg	0	chars
㘺	fa	fa	gi	fagi	0	chars
㘻	yin	yn	gk	yngk	0	chars
㘽	zai	zl	jg	zljg	0	chars
㘾	yu	yu	gd	yugd	0	chars
㘿	nie	nx	gg	nxgg	0	chars
㙀	jiu	jq	gn	jqgn	0	chars
㙀	liu	lq	gn	lqgn	0	chars
㙁	mang	mh	gy	mhgy	0	chars
㙁	mei	mz	gy	mzgy	0	chars
㙁	mu	mu	gy	mugy	0	chars
㙁	na	na	gy	nagy	0	chars
㙂	dui	dv	gu	dvgu	0	chars
㙂	weng	wg	gu	wggu	0	chars
㙃	bang	bh	gc	bhgc	0	chars
㙄	bi	bi	gg	bigg	0	chars
㙅	bao	bk	gd	bkgd	0	chars
㙆	hong	hs	gi	hsgi	0	chars
㙇	chu	iu	go	iugo	0	chars
㙈	han	hj	gn	hjgn	0	chars
㙈	xia	xw	gn	xwgn	0	chars
㙉	dian	dm	gc	dmgc	0	chars
㙉	tian	tm	gc	tmgc	0	chars
㙊	chang	ih	gv	ihgv	0	chars
㙊	zhang	vh	gv	vhgv	0	chars
㙋	qi	qi	gc	qigc	0	chars
㙌	su	su	gl	sugl	0	chars
㙍	duo	do	ge	doge	0	chars
㙎	wei	wz	gv	wzgv	0	chars
㙏	fu	fu	ge	fuge	0	chars
㙐	duo	do	gb	dogb	0	chars
㙑	yu	yu	hg	yuhg	0	chars
㙒	ye	ye	wg	yewg	0	chars
㙓	kui	kv	gg	kvgg	0	chars
㙔	han	hj	gq	hjgq	0	chars
㙔	wei	wz	gq	wzgq	0	chars
㙕	kuai	ky	gb	kygb	0	chars
㙖	yu	yu	gb	yugb	0	chars
㙗	kuai	ky	gv	kygv	0	chars
㙗	wei	wz	gv	wzgv	0	chars
㙘	yao	yk	gv	ykgv	0	chars
㙙	long	ls	eg	lseg	0	chars
㙚	xing	xy	gq	xygq	0	chars
㙛	bu	bu	gi	bugi	0	chars
㙜	chi	ii	yg	iiyg	0	chars
㙜	tai	tl	yg	tlyg	0	chars
㙝	xie	xx	gb	xxgb	0	chars
㙞	nie	nx	gd	nxgd	0	chars
㙟	lang	lh	gb	lhgb	0	chars
㙠	yi	yi	sg	yisg	0	chars
㙡	zong	zs	go	zsgo	0	chars
㙢	man	mj	gb	mjgb	0	chars
㙢	men	mf	gb	mfgb	0	chars
㙣	zhang	vh	gv	vhgv	0	chars
㙤	xia	xw	gd	xwgd	0	chars
㙥	gun	gp	gv	gpgv	0	chars
㙦	xie	xx	og	xxog	0	chars
㙧	liu	lq	gw	lqgw	0	chars
㙨	ji	ji	gi	jigi	0	chars
㙨	qi	qi	gi	qigi	0	chars
㙩	liao	lc	gf	lcgf	0	chars
㙪	ye	ye	gt	yegt	0	chars
㙪	yi	yi	gt	yigt	0	chars
㙫	ji	ji	gd	jigd	0	chars
㙬	yin	yn	dg	yndg	0	chars
㙭	jue	jt	go	jtgo	0	chars
㙭	que	qt	go	qtgo	0	chars
㙮	da	da	gr	dagr	0	chars
㙯	yi	yi	gi	yigi	0	chars
㙰	xie	xx	ng	xxng	0	chars
㙱	hao	hk	rg	hkrg	0	chars
㙲	yong	ys	gg	ysgg	0	chars
㙳	han	hj	gp	hjgp	0	chars
㙳	he	he	gp	hegp	0	chars
㙳	kan	kj	gp	kjgp	0	chars
㙴	chan	ij	gr	ijgr	0	chars
㙴	zhan	vj	gr	vjgr	0	chars
㙵	tai	tl	gg	tlgg	0	chars
㙶	tang	th	yg	thyg	0	chars
㙷	zhe	ve	gf	vegf	0	chars
㙷	zhi	vi	gf	vigf	0	chars
㙸	bao	bk	go	bkgo	0	chars
㙸	bo	bo	go	bogo	0	chars
㙸	pu	pu	go	pugo	0	chars
㙹	meng	mg	gn	mggn	0	chars
㙺	gui	gv	gc	gvgc	0	chars
㙺	kui	kv	gc	kvgc	0	chars
㙻	chan	ij	gg	ijgg	0	chars
㙻	qie	qx	gg	qxgg	0	chars
㙻	zan	zj	gg	zjgg	0	chars
㙼	lei	lz	gw	lzgw	0	chars
㙽	shi	ui	ga	uiga	0	chars
㙾	xi	xi	gd	xigd	0	chars
㙾	xue	xt	gd	xtgd	0	chars
㙿	xi	xi	gs	xigs	0	chars
㚀	xi	xi	gi	xigi	0	chars
㚁	qiao	qc	gu	qcgu	0	chars
㚁	qu	qu	gu	qugu	0	chars
㚂	nang	nh	gv	nhgv	0	chars
㚂	rang	rh	gv	rhgv	0	chars
㚃	yun	yp	gt	ypgt	0	chars
㚃	yi	yi	gt	yigt	0	chars
㚄	di	di	go	digo	0	chars
㚄	zhi	vi	go	vigo	0	chars
㚅	long	ls	hm	lshm	0	chars
㚆	fu	fu	ye	fuye	0	chars
㚇	zong	zs	ue	zsue	0	chars
㚈	chuan	ir	nj	irnj	0	chars
㚈	wai	wl	nj	wlnj	0	chars
㚉	gu	gu	nn	gunn	0	chars
㚊	kai	kl	no	klno	0	chars
㚋	diao	dc	nr	dcnr	0	chars
㚌	hua	hw	nd	hwnd	0	chars
㚌	huo	ho	nd	hond	0	chars
㚍	guo	go	nc	gonc	0	chars
㚍	kui	kv	nc	kvnc	0	chars
㚎	qu	qu	ku	quku	0	chars
㚎	zai	zl	ku	zlku	0	chars
㚎	zi	zi	ku	ziku	0	chars
㚏	gao	gk	kt	gkkt	0	chars
㚐	tao	tk	kk	tkkk	0	chars
㚑	ling	ly	sk	lysk	0	chars
㚒	shan	uj	ko	ujko	0	chars
㚓	lai	ll	kd	llkd	0	chars
㚔	nie	nx	kj	nxkj	0	chars
㚔	xing	xy	kj	xykj	0	chars
㚕	bi	bi	kn	bikn	0	chars
㚕	fu	fu	kn	fukn	0	chars
㚖	gao	gk	hk	gkhk	0	chars
㚖	ze	ze	hk	zehk	0	chars
㚗	qie	qx	km	qxkm	0	chars
㚗	xie	xx	km	xxkm	0	chars
㚘	ban	bj	qo	bjqo	0	chars
㚘	fu	fu	qo	fuqo	0	chars
㚘	he	he	qo	heqo	0	chars
㚙	jia	jw	kk	jwkk	0	chars
㚚	kong	ks	kr	kskr	0	chars
㚛	xi	xi	ka	xika	0	chars
㚜	xu	xu	km	xukm	0	chars
㚜	yu	yu	km	yukm	0	chars
㚝	kui	kv	kg	kvkg	0	chars
㚝	zhui	vv	kg	vvkg	0	chars
㚞	meng	mg	kd	mgkd	0	chars
㚞	shen	uf	kd	ufkd	0	chars
㚞	ying	yy	kd	yykd	0	chars
㚞	yun	yp	kd	ypkd	0	chars
㚟	chuo	io	nk	ionk	0	chars
㚠	xiao	xc	kf	xckf	0	chars
㚡	ji	ji	kr	jikr	0	chars
㚢	nu	nu	ov	nuov	0	chars
㚢	wu	wu	ov	wuov	0	chars
㚣	jiao	jc	vv	jcvv	0	chars
㚣	xiao	xc	vv	xcvv	0	chars
㚤	yi	yi	vp	yivp	0	chars
㚥	yu	yu	vd	yuvd	0	chars
㚦	yi	yi	vl	yivl	0	chars
㚧	yan	yj	vi	yjvi	0	chars
㚨	shen	uf	vj	ufvj	0	chars
㚩	ran	rj	vm	rjvm	0	chars
㚪	hao	hk	vu	hkvu	0	chars
㚫	sa	sa	ve	save	0	chars
㚫	sha	ua	ve	uave	0	chars
㚫	zha	va	ve	vave	0	chars
㚬	jun	jp	vm	jpvm	0	chars
㚭	you	yb	vu	ybvu	0	chars
㚮	dan	dj	vn	djvn	0	chars
㚯	xin	xn	vk	xnvk	0	chars
㚯	xun	xp	vk	xpvk	0	chars
㚰	bi	bi	vm	bivm	0	chars
㚱	qiu	qq	vm	qqvm	0	chars
㚲	chan	ij	vr	ijvr	0	chars
㚲	dian	dm	vr	dmvr	0	chars
㚲	shan	uj	vr	ujvr	0	chars
㚳	e	ee	vr	eevr	0	chars
㚴	bu	bu	vb	buvb	0	chars
㚵	dong	ds	vm	dsvm	0	chars
㚶	si	si	vr	sivr	0	chars
㚷	er	er	vf	ervf	0	chars
㚷	nai	nl	vf	nlvf	0	chars
㚸	si	si	vr	sivr	0	chars
㚹	mao	mk	vl	mkvl	0	chars
㚹	miao	mc	vl	mcvl	0	chars
㚺	yun	yp	vd	ypvd	0	chars
㚻	ji	ji	wv	jiwv	0	chars
㚼	hao	hk	vw	hkvw	0	chars
㚽	qiao	qc	mv	qcmv	0	chars
㚾	xiong	xs	vu	xsvu	0	chars
㚿	pao	pk	vu	pkvu	0	chars
㚿	bao	bk	vu	bkvu	0	chars
㛀	chu	iu	vm	iuvm	0	chars
㛁	peng	pg	vj	pgvj	0	chars
㛂	nuo	no	vu	novu	0	chars
㛃	jie	jx	qv	jxqv	0	chars
㛄	yi	yi	vv	yivv	0	chars
㛅	er	er	vj	ervj	0	chars
㛆	duo	do	vd	dovd	0	chars
㛇	zhuang	vd	vg	vdvg	0	chars
㛈	kao	kk	vs	kkvs	0	chars
㛉	xi	xi	vw	xivw	0	chars
㛊	duo	do	vd	dovd	0	chars
㛋	nai	nl	vp	nlvp	0	chars
㛌	mu	mu	vq	muvq	0	chars
㛍	qie	qx	vo	qxvo	0	chars
㛍	xia	xw	vo	xwvo	0	chars
㛍	xian	xm	vo	xmvo	0	chars
㛎	lv	lv	vr	lvvr	0	chars
㛏	ou	ou	ve	ouve	0	chars
㛏	qiu	qq	ve	qqve	0	chars
㛐	sao	sk	vk	skvk	0	chars
㛐	sou	sb	vk	sbvk	0	chars
㛑	can	cj	yv	cjyv	0	chars
㛒	dou	db	vt	dbvt	0	chars
㛓	xi	xi	vb	xivb	0	chars
㛔	feng	fg	vj	fgvj	0	chars
㛔	peng	pg	vj	pgvj	0	chars
㛕	e	ee	vu	eevu	0	chars
㛕	yi	yi	vu	yivu	0	chars
㛖	suo	so	ve	sove	0	chars
㛗	qie	qx	vg	qxvg	0	chars
㛗	suo	so	vg	sovg	0	chars
㛗	zuo	zo	vg	zovg	0	chars
㛘	po	po	vd	povd	0	chars
㛙	qie	qx	vj	qxvj	0	chars
㛙	qin	qn	vj	qnvj	0	chars
㛙	shen	uf	vj	ufvj	0	chars
㛙	xin	xn	vj	xnvj	0	chars
㛚	tong	ts	vb	tsvb	0	chars
㛚	yong	ys	vb	ysvb	0	chars
㛛	xin	xn	vh	xnvh	0	chars
㛛	zhen	vf	vh	vfvh	0	chars
㛜	you	yb	ov	ybov	0	chars
㛝	bei	bz	vc	bzvc	0	chars
㛝	beng	bg	vc	bgvc	0	chars
㛞	long	ls	vt	lsvt	0	chars
㛟	huan	hr	vk	hrvk	0	chars
㛠	xian	xm	va	xmva	0	chars
㛡	wan	wj	vu	wjvu	0	chars
㛢	xiu	xq	vs	xqvs	0	chars
㛣	yun	yp	vo	ypvo	0	chars
㛤	li	li	vb	livb	0	chars
㛥	ta	ta	va	tava	0	chars
㛦	lan	lj	vd	ljvd	0	chars
㛧	man	mj	vr	mjvr	0	chars
㛨	qiang	qd	vu	qdvu	0	chars
㛩	zhou	vb	vb	vbvb	0	chars
㛪	yan	yj	vu	yjvu	0	chars
㛪	yuan	yr	vu	yrvu	0	chars
㛫	xi	xi	vh	xivh	0	chars
㛬	lu	lu	vg	luvg	0	chars
㛭	xi	xi	va	xiva	0	chars
㛮	sao	sk	ve	skve	0	chars
㛯	fan	fj	vs	fjvs	0	chars
㛯	mian	mm	vs	mmvs	0	chars
㛯	zhuan	vr	vs	vrvs	0	chars
㛰	hun	hp	va	hpva	0	chars
㛱	rui	rv	vv	rvvv	0	chars
㛱	wei	wz	vv	wzvv	0	chars
㛲	fa	fa	vc	favc	0	chars
㛳	cha	ia	yv	iayv	0	chars
㛳	yi	yi	yv	yiyv	0	chars
㛴	nao	nk	vw	nkvw	0	chars
㛵	cheng	ig	vb	igvb	0	chars
㛶	chou	ib	vf	ibvf	0	chars
㛶	tan	tj	vf	tjvf	0	chars
㛷	ji	ji	hv	jihv	0	chars
㛸	shu	uu	vt	uuvt	0	chars
㛹	pian	pm	vk	pmvk	0	chars
㛺	an	an	va	anva	0	chars
㛺	ang	ah	va	ahva	0	chars
㛻	kua	kw	vg	kwvg	0	chars
㛻	kui	kv	vg	kvvg	0	chars
㛼	cha	ia	vx	iavx	0	chars
㛼	sha	ua	vx	uavx	0	chars
㛽	shan	uj	vd	ujvd	0	chars
㛾	xian	xm	vr	xmvr	0	chars
㛿	zhi	vi	vb	vivb	0	chars
㜀	shuang	ud	vu	udvu	0	chars
㜁	cha	ia	vm	iavm	0	chars
㜁	zha	va	vm	vavm	0	chars
㜂	feng	fg	gv	fggv	0	chars
㜃	lian	lm	vr	lmvr	0	chars
㜃	liao	lc	vr	lcvr	0	chars
㜃	mang	mh	vr	mhvr	0	chars
㜄	xun	xp	vi	xpvi	0	chars
㜅	xu	xu	vw	xuvw	0	chars
㜆	mi	mi	vd	mivd	0	chars
㜇	hui	hv	vp	hvvp	0	chars
㜇	ye	ye	vp	yevp	0	chars
㜈	mu	mu	nv	munv	0	chars
㜉	yong	ys	vu	ysvu	0	chars
㜊	pang	ph	vv	phvv	0	chars
㜊	zhan	vj	vv	vjvv	0	chars
㜋	yi	yi	vt	yivt	0	chars
㜌	gou	gb	ge	gbge	0	chars
㜌	kou	kb	ge	kbge	0	chars
㜌	nou	nb	ge	nbge	0	chars
㜍	tang	th	vr	thvr	0	chars
㜎	xi	xi	vk	xivk	0	chars
㜏	yun	yp	vc	ypvc	0	chars
㜐	shu	uu	vt	uuvt	0	chars
㜑	fu	fu	ev	fuev	0	chars
㜑	po	po	ev	poev	0	chars
㜒	yi	yi	vt	yivt	0	chars
㜓	da	da	vr	davr	0	chars
㜔	jing	jy	vu	jyvu	0	chars
㜕	lian	lm	vj	lmvj	0	chars
㜖	cao	ck	va	ckva	0	chars
㜗	can	cj	vh	cjvh	0	chars
㜗	chu	iu	vh	iuvh	0	chars
㜗	sen	sf	vh	sfvh	0	chars
㜗	xuan	xr	vh	xrvh	0	chars
㜘	cha	ia	vm	iavm	0	chars
㜘	ju	ju	vm	juvm	0	chars
㜘	qu	qu	vm	quvm	0	chars
㜙	lu	lu	vp	luvp	0	chars
㜚	su	su	va	suva	0	chars
㜛	nen	nf	vo	nfvo	0	chars
㜛	ruan	rr	vo	rrvo	0	chars
㜜	ao	ao	vk	aovk	0	chars
㜝	an	an	vw	anvw	0	chars
㜝	yan	yj	vw	yjvw	0	chars
㜞	can	cj	jv	cjjv	0	chars
㜞	qian	qm	jv	qmjv	0	chars
㜟	gan	gj	vk	gjvk	0	chars
㜠	cui	cv	vg	cvvg	0	chars
㜡	cong	cs	vo	csvo	0	chars
㜢	lv	lv	vv	lvvv	0	chars
㜣	nian	nm	vf	nmvf	0	chars
㜣	ran	rj	vf	rjvf	0	chars
㜣	shan	uj	vf	ujvf	0	chars
㜤	nian	nm	vj	nmvj	0	chars
㜤	shen	uf	vj	ufvj	0	chars
㜤	tan	tj	vj	tjvj	0	chars
㜤	tian	tm	vj	tmvj	0	chars
㜥	mai	ml	vc	mlvc	0	chars
㜥	mo	mo	vc	movc	0	chars
㜦	han	hj	vi	hjvi	0	chars
㜦	nie	nx	vi	nxvi	0	chars
㜦	si	si	vi	sivi	0	chars
㜦	xie	xx	vi	xxvi	0	chars
㜦	xin	xn	vi	xnvi	0	chars
㜧	yue	yt	vo	ytvo	0	chars
㜨	er	er	vq	ervq	0	chars
㜨	nai	nl	vq	nlvq	0	chars
㜩	ao	ao	vk	aovk	0	chars
㜪	shen	uf	yv	ufyv	0	chars
㜪	xian	xm	yv	xmyv	0	chars
㜫	ma	ma	vk	mavk	0	chars
㜫	mei	mz	vk	mzvk	0	chars
㜬	dan	dj	vr	djvr	0	chars
㜬	tan	tj	vr	tjvr	0	chars
㜬	zhan	vj	vr	vjvr	0	chars
㜭	dang	dh	vw	dhvw	0	chars
㜮	lan	lj	vt	ljvt	0	chars
㜯	xi	xi	vf	xivf	0	chars
㜰	yue	yt	vd	ytvd	0	chars
㜱	dong	ds	vc	dsvc	0	chars
㜱	zhi	vi	vc	vivc	0	chars
㜲	weng	wg	vv	wgvv	0	chars
㜲	ying	yy	vv	yyvv	0	chars
㜳	huai	hy	vv	hyvv	0	chars
㜴	meng	mg	vu	mgvu	0	chars
㜵	niao	nc	vv	ncvv	0	chars
㜶	fan	fj	vi	fjvi	0	chars
㜶	wan	wj	vi	wjvi	0	chars
㜷	mi	mi	nv	minv	0	chars
㜷	nai	nl	nv	nlnv	0	chars
㜷	xian	xm	nv	xmnv	0	chars
㜸	nie	nx	tv	nxtv	0	chars
㜹	qu	qu	vg	quvg	0	chars
㜺	zan	zj	vc	zjvc	0	chars
㜻	lian	lm	vp	lmvp	0	chars
㜼	zhi	vi	vm	vivm	0	chars
㜽	zi	zi	vd	zivd	0	chars
㜾	hai	hl	nl	hlnl	0	chars
㜿	xu	xu	nn	xunn	0	chars
㝀	hao	hk	wd	hkwd	0	chars
㝁	qiong	qs	pd	qspd	0	chars
㝁	xuan	xr	pd	xrpd	0	chars
㝁	xun	xp	pd	xppd	0	chars
㝂	zhe	ve	nl	venl	0	chars
㝂	zhi	vi	nl	vinl	0	chars
㝃	fan	fj	nu	fjnu	0	chars
㝃	mian	mm	nu	mmnu	0	chars
㝃	wan	wj	nu	wjnu	0	chars
㝄	chun	ip	yu	ipyu	0	chars
㝄	qi	qi	yu	qiyu	0	chars
㝄	run	rp	yu	rpyu	0	chars
㝅	gou	gb	ge	gbge	0	chars
㝅	nou	nb	ge	nbge	0	chars
㝆	xi	xi	nr	xinr	0	chars
㝇	chun	ip	yd	ipyd	0	chars
㝈	luan	lr	vd	lrvd	0	chars
㝉	zhu	vu	jm	vujm	0	chars
㝊	shou	ub	je	ubje	0	chars
㝋	liao	lc	jn	lcjn	0	chars
㝋	liu	lq	jn	lqjn	0	chars
㝌	jie	jx	jo	jxjo	0	chars
㝌	jiu	jq	jo	jqjo	0	chars
㝌	zhou	vb	jo	vbjo	0	chars
㝍	xie	xx	jm	xxjm	0	chars
㝎	ding	dy	jo	dyjo	0	chars
㝏	jie	jx	jl	jxjl	0	chars
㝐	rong	rs	ji	rsji	0	chars
㝑	mang	mh	js	mhjs	0	chars
㝑	pang	ph	js	phjs	0	chars
㝒	ju	ju	jr	jujr	0	chars
㝓	ge	ge	jr	gejr	0	chars
㝓	ke	ke	jr	kejr	0	chars
㝔	yao	yk	jk	ykjk	0	chars
㝕	ning	ny	je	nyje	0	chars
㝖	yi	yi	jn	yijn	0	chars
㝖	yin	yn	jn	ynjn	0	chars
㝗	lang	lh	jv	lhjv	0	chars
㝘	yong	ys	jr	ysjr	0	chars
㝙	yin	yn	jc	ynjc	0	chars
